Name;IdName;FolderName;Type;ViewMode;RWin;DataOrg;bReciprocal;bSigned;bDelta;bPercent;bOriginal;bOriginalValues;Columns;Rows;Radix;Comment;Precision;SkipBytes;LineSkipBytes;Fieldvalues.Name;Fieldvalues.Unit;Fieldvalues.Factor;Fieldvalues.Offset;Fieldvalues.StartAddr;AxisX.Name;AxisX.IdName;AxisX.Unit;AxisX.Factor;AxisX.Offset;AxisX.Radix;AxisX.bBackwards;AxisX.bReciprocal;AxisX.bSigned;AxisX.Precision;AxisX.DataSrc;AxisX.DataHeader;AxisX.DataAddr;AxisX.DataOrg;AxisX.SignatureByte;AxisX.SkipBytes;AxisY.Name;AxisY.IdName;AxisY.Unit;AxisY.Factor;AxisY.Offset;AxisY.Radix;AxisY.bBackwards;AxisY.bReciprocal;AxisY.bSigned;AxisY.Precision;AxisY.DataSrc;AxisY.DataHeader;AxisY.DataAddr;AxisY.DataOrg;AxisY.SignatureByte;AxisY.SkipBytes
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cru_swi_2.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$1941F4;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cru_swi_2.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$1941F8;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_cru_swi_3.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$1941FA;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cru_swi_3.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194206;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cru_swi_3.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19420A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_cat_diag_1.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$19416A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cat_diag_1.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194176;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cat_diag_1.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19417A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vin_diag.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$19500A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vin_diag.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$195016;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vin_diag.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19501A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vim.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194FB0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vim.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194FBC;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vim.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194FC0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vim_ad.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194FC2;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vim_ad.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194FCE;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vim_ad.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194FD2;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vim_mec_sho.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194FF8;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vim_mec_sho.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$195004;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vim_mec_sho.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$195008;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vim_mec_long.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194FE6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vim_mec_long.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194FF2;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vim_mec_long.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194FF6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_vim_fb_el.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194FD4;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_vim_fb_el.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194FE0;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_vim_fb_el.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194FE4;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_tcha_prot.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194CF2;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_tcha_prot.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194CFE;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_tcha_prot.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194D02;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_put_wg_open_ad.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194AA0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_put_wg_open_ad.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194AAC;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_put_wg_open_ad.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194AB0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_prs_dif_wg_sp_ad.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194A10;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_prs_dif_wg_sp_ad.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194A1C;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_prs_dif_wg_sp_ad.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194A20;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_plaus_open_rcl.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$19496E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_plaus_open_rcl.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$19497A;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_plaus_open_rcl.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19497E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_plaus_close_rcl.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$19495C;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_plaus_close_rcl.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194968;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_plaus_close_rcl.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19496C;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_cap_h.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194134;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cap_h.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194140;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cap_h.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194144;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_cap_l.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194146;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cap_l.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194152;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cap_l.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194156;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_cap_l_bas.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$194158;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_cap_l_bas.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194164;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_cap_l_bas.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194168;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_el_rcl_acr.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$1942F6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_el_rcl_acr.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$194302;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_el_rcl_acr.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$194306;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_wg.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$19502E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_wg.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$19503A;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_wg.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$19503E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_port_el.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$1949B6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_port_el.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$1949C2;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_port_el.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$1949C6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_port_poti.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$1949C8;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_port_poti.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$1949D4;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_port_poti.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$1949D8;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
DTC table declaration for the diagnosis instance XX;fmy_id_port_stuck_close.dtc;ERRM_DTC_Management: ""DTC_Management"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;6;10;;3;0;0;;-;1;-0;$1949EC;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;;;-;1;-0;10;0;0;0;3;eRom;2;$193FE2;eHiLo;0x-1;0
Freeze frame FRF_CUS_SET_SPC: environmental data contents for failure XX;fmy_id_port_stuck_close.envd;ERRM_Environmental_data: ""Environmental_Data"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;3;0;0;;-;1;0;$1949F8;;;-;1;-0;10;0;0;0;3;eRom;0;$193FF9;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Failure class number for failure XX;fmy_id_port_stuck_close.c_err_clas;ERRM_Failure_Classes: ""Failure_Classes"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$1949FC;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
